Token,Uid,Link,Affiliation
DinoRossiWA,146241212,https://twitter.com/DinoRossiWA,
DrKimSchrier,8.62393E+17,https://twitter.com/DrKimSchrier,
EdCaseHawaii,21737536,https://twitter.com/EdCaseHawaii,
ElectLong,9.06007E+17,https://twitter.com/ElectLong,
EliotRabinForUS,1.00808E+18,https://twitter.com/EliotRabinForUS,
Gilpin4Congress,9.72959E+17,https://twitter.com/Gilpin4Congress,
HilliardForCong,9.57342E+17,https://twitter.com/HilliardForCong,
JaimeForUSRep,97963837,https://twitter.com/JaimeForUSRep,
JeffDenham,21346398,https://twitter.com/JeffDenham,
JosephBrumbles,9.71858E+17,https://twitter.com/JosephBrumbles,
JrmarJefferson,2345033748,https://twitter.com/JrmarJefferson,
KatieHill4CA,8.39226E+17,https://twitter.com/KatieHill4CA,
Lancegooden,1.02909E+18,https://twitter.com/Lancegooden,
Lillian_Salerno,9.06227E+17,https://twitter.com/Lillian_Salerno,
LucyWins2018,9.47956E+17,https://twitter.com/LucyWins2018,
MaloneyforNY,1.00255E+18,https://twitter.com/MaloneyforNY,
Mariah4Congress,8.45395E+17,https://twitter.com/Mariah4Congress,
MarkwayneMullin,366304362,https://twitter.com/MarkwayneMullin,
McKinleyforWV,2493604807,https://twitter.com/McKinleyforWV,
MimiWaltersCA,2327941633,https://twitter.com/MimiWaltersCA,
PramilaJayapal,193441812,https://twitter.com/PramilaJayapal,
RealOmarNavarro,248113252,https://twitter.com/RealOmarNavarro,
RepAnnWagner,1051446626,https://twitter.com/RepAnnWagner,
RepClayHiggins,8.43637E+17,https://twitter.com/RepClayHiggins,
RepDavid,229197216,https://twitter.com/RepDavid,
RepErikPaulsen,17513304,https://twitter.com/RepErikPaulsen,
RepFredUpton,124224165,https://twitter.com/RepFredUpton,
RepGosar,240760644,https://twitter.com/RepGosar,
RepGusBilirakis,26051676,https://twitter.com/RepGusBilirakis,
RepHardy,2964222544,https://twitter.com/RepHardy,
RepHuizenga,233949261,https://twitter.com/RepHuizenga,
RepJerryNadler,40302336,https://twitter.com/RepJerryNadler,
RepJohnLarson,50452197,https://twitter.com/RepJohnLarson,
RepMikeCoffman,19407835,https://twitter.com/RepMikeCoffman,
RepRaulGrijalva,28602948,https://twitter.com/RepRaulGrijalva,
RepRonKind,112740986,https://twitter.com/RepRonKind,
RepTedDeutch,137794015,https://twitter.com/RepTedDeutch,
RepWalberg,237862972,https://twitter.com/RepWalberg,
RepWebster,281540744,https://twitter.com/RepWebster,
Rep_Hunter,1305596696,https://twitter.com/Rep_Hunter,
RodolfoCongress,9.68687E+17,https://twitter.com/RodolfoCongress,
RonEstesKS,7.22555E+17,https://twitter.com/RonEstesKS,
RubyForCongress,7.3465E+17,https://twitter.com/RubyForCongress,
SarahSmith2018,8.6484E+17,https://twitter.com/SarahSmith2018,
SenatorDurbin,247334603,https://twitter.com/SenatorDurbin,
SessionsforTX32,2756069574,https://twitter.com/SessionsforTX32,
SuzanDelBene,41225640,https://twitter.com/SuzanDelBene,
TeamCMR,130733698,https://twitter.com/TeamCMR,
USRepMikeDoyle,39249305,https://twitter.com/USRepMikeDoyle,
VernBuchanan,20467163,https://twitter.com/VernBuchanan,
VoteAntonio2018,8.64155E+17,https://twitter.com/VoteAntonio2018,
VoteLeeTurner,9.5036E+17,https://twitter.com/VoteLeeTurner,
VoteTimHarris,8.54049E+17,https://twitter.com/VoteTimHarris,
abraham_ralph,2543008999,https://twitter.com/abraham_ralph,
barbarahowe,17423964,https://twitter.com/barbarahowe,
bunnipounds,135969430,https://twitter.com/bunnipounds,
cathymcmorris,17976923,https://twitter.com/cathymcmorris,
congbillposey,25086658,https://twitter.com/congbillposey,
davidcicilline,23593446,https://twitter.com/davidcicilline,
erika_stotts,1.03888E+18,https://twitter.com/erika_stotts,
gressmannforSC6,162357645,https://twitter.com/gressmannforSC6,
jballcampaign,3290146204,https://twitter.com/jballcampaign,
johnculberson,14904437,https://twitter.com/johnculberson,
krhern,19168067,https://twitter.com/krhern,
larsenrick,158520264,https://twitter.com/larsenrick,
leebright,19948075,https://twitter.com/leebright,
LouieGohmertTX1,4827594804,https://twitter.com/LouieGohmertTX1,
MarchantforTX24,93443168,https://twitter.com/MarchantforTX24,
ReElectHank,97583689,https://twitter.com/ReElectHank,
RobertQWilliam1,9.7109E+17,https://twitter.com/RobertQWilliam1,
TeamRoby,69086398,https://twitter.com/TeamRoby,
TomGravesGA14,24852012,https://twitter.com/TomGravesGA14,
brettguthrie,114607567,https://twitter.com/brettguthrie,
chuck4congress,50036176,https://twitter.com/chuck4congress,
mikedoyleforpa,9.56059E+17,https://twitter.com/mikedoyleforpa,
teamamash,3359712531,https://twitter.com/teamamash,
Andre4Congress,267316393,https://twitter.com/Andre4Congress,
LloydDoggettTX,170111219,https://twitter.com/LloydDoggettTX,
Vote4Schiller,9.8013E+17,https://twitter.com/Vote4Schiller,
womack4congress,112651673,https://twitter.com/womack4congress,
LangevinForRI,155654527,https://twitter.com/LangevinForRI,
Bob_Gibbs,77839894,https://twitter.com/Bob_Gibbs,
MarkMeadows,9.75199E+17,https://twitter.com/MarkMeadows,
callahan4ga,1.00914E+18,https://twitter.com/callahan4ga,
TatianaMattaUS,1398226626,https://twitter.com/TatianaMattaUS,
Zeno4NY,1.0013E+18,https://twitter.com/Zeno4NY,
SolAmoresFlores,569390581,https://twitter.com/SolAmoresFlores,
DanWood2020,7.45852E+17,https://twitter.com/DanWood2020,
